edad,ingreso_mensual_usd,n_dependientes,historial_credito,monto_solicitado_usd,tipo_prestamo,plazo_prestamo_meses,empleo_estable,propietario_vivienda,historial_endeudamiento,educacion,prestamo_aprobado
28,2709.1102302289155,0,malo,2148.813369043794,hipotecario,12,1,1,20.532121971035398,secundaria,0
65,2954.443501023146,1,malo,6625.8284897949425,personal,24,1,1,11.791399798370957,secundaria,1
33,3246.2414151136472,3,bueno,3445.2198482821905,hipotecario,12,0,0,35.58183630762687,tecnica,0
50,1631.8652858746996,2,malo,6386.6493806652015,personal,60,1,1,2.94364049837613,universitaria,0
26,1921.4516623154295,3,malo,4143.309520588276,personal,48,0,1,18.583790169894726,universitaria,0
23,3594.611275218172,0,regular,906.1306265544004,automotriz,24,0,1,11.570944356756899,secundaria,0
33,3136.6923505023533,2,regular,5262.380180687767,automotriz,48,1,0,38.34202035856274,secundaria,0
46,2852.8133309178565,1,bueno,5172.85703415687,automotriz,48,0,0,25.98398007620419,universitaria,0
20,3014.7471464523146,2,regular,6762.143147245227,hipotecario,36,0,1,13.506896246296105,tecnica,1
37,3278.0653642893367,2,bueno,8112.001143678408,automotriz,36,0,1,17.202847106796273,universitaria,1
53,2568.192255752511,4,bueno,8824.818819833597,personal,24,1,0,38.612573739805285,secundaria,1
36,2377.35621967815,2,bueno,6728.308426941772,automotriz,36,1,0,10.537243682699696,secundaria,1
43,3156.676204078145,2,malo,5557.238384131837,automotriz,36,1,0,2.355518277694415,tecnica,1
20,2217.3017779079746,3,regular,2145.3328209690694,hipotecario,36,1,1,22.910068624638143,universitaria,0
36,3326.6022045715777,1,bueno,5404.041873980014,hipotecario,48,0,1,23.136403674078203,tecnica,0
37,1637.9331166097277,3,regular,5429.8803398778655,personal,24,1,0,26.6603457338986,tecnica,0
49,3823.324509860515,3,bueno,4602.719480687944,hipotecario,48,1,1,26.726257608719525,secundaria,1
24,3378.0779859304344,0,regular,6265.935301201617,automotriz,60,1,1,37.707056507337995,universitaria,0
69,3204.8237874511005,3,regular,7243.811421964268,hipotecario,48,0,1,2.818625096239643,secundaria,1
58,3786.1527871564113,4,bueno,3363.1921389426325,personal,60,1,1,7.97196805354667,universitaria,0
50,4332.379555570062,4,malo,3332.0312916010657,automotriz,12,1,1,26.622033339461872,secundaria,0
57,3811.496052014504,0,regular,4721.415976446742,personal,12,0,1,8.943744982855597,secundaria,1
56,1527.3006149346838,1,malo,3769.5416185841536,hipotecario,60,0,1,5.434120267406364,universitaria,0
35,1976.3384266114388,1,malo,1717.4935952802743,hipotecario,60,0,0,38.6584455228527,universitaria,0
57,2500.1451378434567,3,bueno,3006.8145273540968,personal,48,0,0,3.800578683357127,secundaria,0
18,3020.872840168667,3,bueno,2535.357705925119,automotriz,60,1,0,16.487279628893546,universitaria,0
28,3414.1272163752983,3,bueno,7416.901016036307,hipotecario,24,0,0,19.406325487685955,secundaria,1
45,2419.4049494772275,1,regular,8405.654012018556,hipotecario,12,1,0,33.09136641963278,universitaria,0
74,3149.413411581663,2,bueno,2809.1330854108264,automotriz,12,1,0,1.3119694171752947,secundaria,0
42,2395.693654117342,4,bueno,6092.147026274222,hipotecario,60,1,0,24.15475151506249,secundaria,0
67,2510.7857576064416,2,regular,6747.0328489395015,personal,36,1,0,11.096229417399222,secundaria,1
40,1874.6711225214221,2,regular,2015.4624266802725,hipotecario,36,1,0,26.276112125924506,tecnica,0
48,2261.4134031112767,1,bueno,5321.957894357999,hipotecario,60,0,1,10.931922739731409,universitaria,0
47,1918.652315506933,2,bueno,10067.032330693051,automotriz,24,1,1,35.72306256185777,secundaria,1
59,2219.3013976181337,0,bueno,6354.293732715261,personal,36,1,0,10.99029981573745,tecnica,0
52,3842.913437286272,3,bueno,4509.398917334939,automotriz,60,1,1,-4.619797058899167,secundaria,1
24,2240.480888934446,0,malo,3879.626949563582,hipotecario,24,0,1,12.111507502586988,tecnica,0
33,5105.905651869913,4,malo,955.0768305582105,hipotecario,24,1,0,17.38699889431105,secundaria,0
43,3394.6543207047116,3,bueno,5940.947312233464,automotriz,48,1,0,30.82353873162309,secundaria,0
65,3147.868898955899,2,malo,8895.63357450863,automotriz,24,0,0,7.415851694350792,tecnica,1
74,2313.3137758550292,4,regular,3372.912491204159,automotriz,36,1,1,7.613538728859243,tecnica,1
69,3560.247903527193,3,malo,1128.8306409658776,personal,36,1,1,29.605779037089842,universitaria,0
66,2539.489739009781,2,malo,3671.5516372935513,hipotecario,60,0,0,6.247748820377941,universitaria,0
19,3097.607851716289,0,bueno,6763.199491956417,automotriz,60,1,1,18.210165586083093,tecnica,1
18,5048.067630615036,3,malo,4142.999990355829,hipotecario,24,1,1,18.41348816530988,universitaria,0
65,2923.15208022028,2,malo,3359.0638141738236,personal,12,1,1,22.17579536342962,tecnica,1
29,3919.4186610285406,0,malo,5038.309830115718,personal,48,1,0,12.501517896173997,universitaria,0
22,2437.45885989929,4,malo,5459.401494335711,personal,12,1,1,10.73005613325437,secundaria,1
54,2972.0092076024307,4,regular,2223.2197184566107,personal,24,0,1,23.348944417522922,universitaria,0
49,4416.640508508408,4,bueno,4565.432606126353,hipotecario,24,0,1,11.040041468302142,secundaria,0
72,2498.426353769786,4,bueno,4005.4647721553233,personal,12,0,1,6.400308098808253,secundaria,0
26,4449.958846397543,1,regular,3718.1913015038344,personal,48,1,1,32.27799987851685,universitaria,1
58,3566.2015483643804,3,malo,2965.926661217104,automotriz,12,1,1,24.880953813791823,tecnica,0
52,2550.0265792845858,3,regular,6882.515709589596,personal,60,1,1,37.6750239576534,secundaria,0
36,3505.9261912444167,1,malo,3711.2261424039443,automotriz,36,0,0,27.839676512169458,secundaria,0
65,3778.043559701384,2,regular,1010.1094283734296,personal,60,1,0,7.318563483685017,universitaria,0
33,3497.447969773757,2,bueno,5528.595643950867,personal,36,1,1,20.963692400599957,tecnica,1
20,1743.8202240876349,4,bueno,6450.398945346369,automotriz,24,1,0,9.84371745281754,tecnica,1
37,2418.290259340105,0,bueno,3407.967869568245,personal,48,0,1,3.4839040328171613,universitaria,0
41,2801.9850915587963,2,malo,3880.6746204320675,hipotecario,12,0,1,15.528006069300165,tecnica,1
71,2940.453256719963,0,malo,3701.892559143255,hipotecario,48,1,1,29.815328752991213,universitaria,1
73,3496.5376780405422,3,regular,4306.693277139779,personal,12,1,0,22.749127107875072,universitaria,1
50,3142.160800746603,0,regular,7213.700364379643,hipotecario,60,1,1,6.091058687412289,universitaria,0
41,1931.724513031919,3,bueno,4771.881655255287,automotriz,60,0,1,15.176584247872633,secundaria,1
69,3304.1582808047706,1,malo,6679.187091334411,personal,12,0,0,18.571334146580202,secundaria,0
28,3488.4685962270587,1,regular,3062.3367369064945,personal,48,0,0,3.10887546029155,secundaria,0
66,3447.832358344832,4,malo,4232.619160838031,automotriz,12,1,1,27.131723652486123,universitaria,1
25,3864.6245804436976,2,malo,6908.027631694613,automotriz,24,0,0,17.712649737412484,secundaria,0
53,3667.137723639123,4,bueno,3388.789203147481,automotriz,60,1,0,6.094051390679425,secundaria,0
55,3367.3440633827495,3,bueno,7024.272921817061,personal,24,1,1,5.528264062589322,secundaria,1
57,2943.8674308330824,4,malo,3743.2318180097236,automotriz,60,0,1,31.00663944921611,universitaria,1
37,1671.231253187207,0,malo,4356.674969883161,automotriz,60,1,1,16.19186967854281,universitaria,0
52,3343.6945753060686,3,malo,8340.32517469785,hipotecario,36,0,0,31.903520289564113,universitaria,1
65,3166.150149730489,1,malo,4128.362045667537,hipotecario,24,1,0,35.72155479902715,secundaria,0
42,3217.2630697562986,2,bueno,5290.69160550127,personal,24,1,0,30.224482728559245,tecnica,0
52,1978.6011393437525,3,regular,6232.872845043473,hipotecario,36,0,1,14.665682533825091,secundaria,1
42,2135.15476767339,3,bueno,5453.017299344023,hipotecario,48,1,0,-4.978471195672807,secundaria,0
46,3842.522282666323,0,regular,5510.106697779153,automotriz,24,1,0,23.129963045348283,universitaria,0
35,2968.355876914676,2,malo,4886.920512036531,automotriz,12,1,1,40.91576369778548,universitaria,0
63,3545.2005578980998,1,regular,2395.5215819673545,hipotecario,36,1,1,19.64609921826175,secundaria,0
35,3022.654700904369,3,bueno,5696.578660199517,hipotecario,24,1,1,0.10184481200852957,secundaria,0
19,3023.804911596596,3,bueno,3535.0630859766916,hipotecario,48,1,0,13.251215035698824,tecnica,1
71,3750.6270447807983,0,malo,6551.534434806354,personal,24,1,1,18.16266725233195,tecnica,1
52,2587.164217426101,4,bueno,7744.122847899371,personal,60,1,0,9.020114325802027,universitaria,0
33,3076.8966215527867,1,malo,1388.885477165969,personal,12,0,0,-5.639539679798887,tecnica,1
58,2630.1797690359663,2,bueno,7747.615654854209,hipotecario,36,0,1,19.021492297848752,tecnica,0
53,2652.4030180541477,3,bueno,4177.884416265913,hipotecario,60,1,1,12.151237536423736,universitaria,0
50,2752.6623012250884,3,malo,4738.101555631054,personal,48,1,1,37.726916608999154,tecnica,1
21,3177.70701730697,1,regular,3175.2250949752206,personal,60,0,1,21.010334879827962,secundaria,0
50,2617.001102669218,4,bueno,5376.935458132553,hipotecario,60,1,1,24.69578896898392,tecnica,0
31,4004.6049004588167,3,regular,5133.629766354811,automotriz,48,0,0,18.809138565039405,universitaria,0
38,2284.314158224397,1,bueno,7153.845650585701,personal,60,0,0,20.937333031738532,secundaria,0
65,2850.502684670913,0,bueno,3517.213446739486,hipotecario,36,0,0,3.477007116378566,tecnica,1
37,2648.21515338066,4,bueno,8321.604803875818,hipotecario,24,1,1,9.598336947787107,secundaria,0
73,4157.582307482986,2,bueno,6329.428172617779,automotriz,60,1,0,30.886147013193522,secundaria,0
25,3157.2438212092597,3,regular,5181.937953550818,hipotecario,36,1,1,22.09461969730197,tecnica,0
24,3825.4756315749078,1,regular,4638.431272209018,hipotecario,24,0,1,16.014930821174865,tecnica,0
20,1811.5517015704224,0,bueno,4386.8611057323,personal,24,0,0,24.86171241465874,universitaria,0
34,3213.640212695407,2,bueno,4517.31245118699,personal,60,0,0,25.058619098405934,universitaria,0
50,3711.7046364987496,1,regular,5336.803913870947,automotriz,36,1,1,39.908946329442074,secundaria,1
65,3065.827191420339,1,malo,4582.000078612536,automotriz,60,0,0,21.630663438855777,universitaria,1
29,3852.384300052281,2,malo,3718.9410869850253,hipotecario,48,0,1,9.374924244896992,secundaria,0
68,2586.1692399197022,0,regular,5348.918589673405,personal,24,1,0,18.843035170843322,secundaria,0
39,4127.477952148463,0,bueno,3327.423762549225,automotriz,60,0,0,26.075656271213767,universitaria,0
72,4839.1184988954,4,bueno,5644.933802003494,automotriz,24,0,0,29.956590114287025,universitaria,1
39,2709.729151648273,3,malo,4553.865929038517,automotriz,36,1,0,3.8496812787212065,universitaria,1
63,2643.5979828793825,2,malo,6393.461818463687,hipotecario,12,1,0,22.537067194918134,tecnica,0
47,4162.707581694161,2,regular,6978.148421390953,personal,60,0,1,11.027450725018836,secundaria,1
55,4263.65771658457,2,malo,6977.3611206894775,automotriz,60,1,0,14.333680753805577,secundaria,0
55,2581.7119782773852,0,regular,5636.210112105252,personal,24,0,0,28.45839624243392,secundaria,0
62,2663.850546323314,3,malo,5869.66244153369,automotriz,36,1,0,27.46248539431899,universitaria,0
68,2774.572312911594,4,malo,4354.49794776313,automotriz,48,0,1,13.21847538802441,universitaria,0
71,1924.4395911725783,1,malo,6355.279376966695,personal,36,1,1,18.421579789599168,universitaria,0
25,2265.0784428126417,1,bueno,6581.002721323446,personal,60,0,1,14.639182048791465,universitaria,0
44,2196.6873865983457,2,bueno,1865.341692950944,personal,48,1,1,48.91702989956767,universitaria,0
44,2385.7619479166974,3,bueno,5756.694391214527,hipotecario,36,1,1,22.783581664453628,tecnica,0
51,2972.252090090575,0,malo,7736.259615417734,automotriz,12,1,0,11.605184087272102,universitaria,0
38,3187.3717860292168,3,regular,4287.419410790431,hipotecario,24,1,0,33.22167146221126,secundaria,0
47,4240.400394251262,3,regular,3850.906047732241,personal,36,1,0,33.574613656832994,universitaria,0
50,2201.3167674089673,0,regular,4160.273077827362,automotriz,36,1,1,37.91670710523534,secundaria,0
45,3787.457918781267,2,regular,1990.2480143417465,hipotecario,12,1,1,40.87993682510094,universitaria,0
64,2828.8089246195927,3,bueno,5251.967908897821,automotriz,60,0,0,27.077148828661286,universitaria,0
50,2960.4290322780535,1,bueno,5059.930880194503,hipotecario,24,0,1,16.50148256221872,secundaria,0
22,3539.855593733283,0,malo,5394.053665754602,personal,36,1,1,17.973832323956806,secundaria,0
65,2101.822382750161,4,malo,5831.953242435604,hipotecario,48,1,1,17.079246983934567,secundaria,0
36,3305.9277969472405,2,regular,3404.013195637047,automotriz,36,0,0,15.962446328209735,secundaria,0
21,3133.161766570445,0,bueno,5546.398398044088,automotriz,24,0,0,32.399368072885906,tecnica,1
52,3393.9610112065193,4,regular,5886.39731983146,automotriz,36,1,1,20.00720906935976,secundaria,0
66,3231.3349151262546,4,malo,4023.216538365936,automotriz,12,0,1,29.71421864816206,universitaria,0
34,4964.240111928715,3,malo,5840.235996503946,personal,36,0,1,26.7651655478099,universitaria,0
61,2489.8080125989472,3,regular,5161.413252773483,hipotecario,36,1,1,9.013450368779164,tecnica,0
45,2575.2024359985458,3,malo,3737.62046111324,personal,48,1,0,2.828233301377164,secundaria,0
47,2501.4875788601885,0,regular,5565.577392967353,personal,12,1,1,7.633370333149349,universitaria,0
46,2555.618304671796,0,bueno,4418.578513293561,personal,12,0,0,15.732936322692112,tecnica,0
63,2490.090298154786,2,regular,6394.130548028774,automotriz,36,1,0,21.34328100267875,universitaria,1
70,3951.2132248860416,3,bueno,4521.667239861925,automotriz,48,1,0,13.516996726556155,tecnica,0
23,4136.4033983918835,4,bueno,2420.46883646988,automotriz,36,0,1,27.030651467411015,tecnica,0
52,2543.402965000419,1,malo,5533.973971055302,hipotecario,36,1,0,14.723148055830407,secundaria,0
58,2334.1155415166168,2,malo,5458.80649566287,automotriz,24,0,0,22.569574381839445,tecnica,1
54,3377.132445109123,0,malo,2837.725774404677,hipotecario,24,0,1,21.175816806618865,universitaria,1
41,2558.221564575223,2,regular,6501.072230870612,automotriz,48,0,1,37.34433091787386,universitaria,0
46,3506.3454542044087,2,regular,6396.4416722709575,automotriz,60,0,1,10.247590748997272,secundaria,1
66,3162.3384166810397,2,malo,3260.039615050183,personal,24,0,0,42.08419091154705,secundaria,0
63,1787.4047080022144,2,regular,3680.7473978801772,personal,60,0,1,14.056501472603955,tecnica,1
70,4238.004161064049,1,malo,4715.984773940946,personal,12,1,0,6.599431096391905,secundaria,1
48,4436.7021384764175,3,regular,3482.2957379247246,hipotecario,24,1,0,17.830850095734622,universitaria,0
52,2509.769047612491,4,bueno,6280.794369823356,hipotecario,24,1,1,52.40139148636808,universitaria,1
50,2689.838752051213,2,bueno,5297.94389865442,automotriz,48,0,0,28.95205235018625,secundaria,0
69,3228.692312579924,2,malo,2812.885708223528,hipotecario,60,1,0,26.029641034412617,secundaria,0
38,3267.56543198962,2,regular,3355.05817430142,automotriz,24,0,0,27.951868616415204,secundaria,0
49,3526.8354181382642,3,regular,7375.438354332802,hipotecario,24,1,0,12.304065354976927,tecnica,1
40,4608.16363101308,0,bueno,8071.1247558308305,hipotecario,48,0,1,23.260443763658593,tecnica,0
50,2858.4422180047604,0,bueno,6077.457952105017,hipotecario,48,1,0,20.025023003171228,universitaria,0
20,2361.362204369237,1,malo,4577.449489699372,personal,60,0,1,38.0906674864441,tecnica,1
35,1896.5446175883783,0,bueno,4120.074175186846,hipotecario,12,1,0,18.913122834133475,tecnica,0
42,2415.2559680464647,2,malo,6099.39883662201,personal,12,0,0,16.217234554225914,tecnica,0
59,2973.4984217009624,2,bueno,5151.841068518974,personal,36,1,1,8.352006026308775,tecnica,0
48,4435.64629081423,2,bueno,1779.8571051712465,hipotecario,24,0,0,21.40014486875615,universitaria,0
71,2585.910960771063,1,regular,7063.735965069661,automotriz,60,1,0,22.92951833518835,secundaria,0
20,3179.0303613111187,2,bueno,7691.606534725738,automotriz,24,1,0,7.984118118594823,universitaria,0
57,2986.8616831417985,0,bueno,6474.505065886396,automotriz,60,1,0,24.531636040605758,tecnica,1
63,3950.714618758467,3,malo,2816.777610743584,hipotecario,60,0,0,22.331795237948583,secundaria,1
41,5021.5459406988975,3,bueno,3726.3471005533206,automotriz,60,0,0,30.134457598837642,secundaria,0
67,2575.3049816637435,4,malo,1284.5602772845773,personal,24,0,1,32.12368117901903,secundaria,0
49,2608.448445985422,0,bueno,8192.096982791112,automotriz,48,0,1,20.942792936142794,universitaria,0
64,3835.3287016552576,2,bueno,4286.522873481944,hipotecario,24,0,1,9.636351158679044,secundaria,0
39,3545.513191701049,3,malo,9666.578643299565,automotriz,60,1,0,11.693784194553551,universitaria,0
40,4477.365860588827,0,regular,8910.460061815556,personal,36,0,0,37.62127663079091,universitaria,0
19,3467.142548260771,3,malo,3193.147167262113,hipotecario,12,1,0,21.6548939312256,tecnica,1
44,2712.566327370352,2,malo,3583.4645211939733,automotriz,60,1,1,37.46153779551057,tecnica,0
59,3472.5238645538475,3,malo,5932.38068469424,hipotecario,36,0,0,24.9860481848723,secundaria,0
19,3886.962864466326,4,regular,1490.9157922674594,hipotecario,48,1,1,27.537356371784483,secundaria,1
43,3656.3857449578913,4,bueno,4123.4817652428765,hipotecario,60,0,0,29.38723616238159,tecnica,0
34,3405.819224885838,3,malo,3923.681997586543,automotriz,36,0,0,7.7686118559057675,universitaria,0
57,3853.339751671323,0,malo,8702.331883893417,hipotecario,60,0,0,23.069507501125262,universitaria,0
50,3935.436472356538,0,regular,5322.035771008911,automotriz,24,1,1,7.630010986379375,tecnica,0
26,4105.7271928300215,0,malo,4430.466044925608,personal,36,0,0,17.150876521225353,universitaria,1
60,3518.967910071714,3,bueno,3737.0305346293976,automotriz,24,0,1,26.401696361230503,tecnica,0
71,2866.3055357465164,0,regular,6788.099194649588,personal,24,0,0,9.746661094675472,tecnica,1
65,3117.3709491466584,2,bueno,4006.578352139183,automotriz,36,1,0,25.59337324527672,secundaria,1
56,3965.207173206685,4,bueno,4899.4340512750005,hipotecario,12,0,1,5.016310145341642,secundaria,1
46,2346.451463210211,2,regular,3721.752955056071,automotriz,36,1,0,31.433198239615688,tecnica,1
59,3294.938647098321,0,malo,1964.9257359692115,hipotecario,12,1,0,13.355628178946525,secundaria,0
72,2685.3289501381114,2,bueno,3007.9297445946722,personal,60,0,0,9.728825757812164,tecnica,0
43,3022.995858347854,0,bueno,3996.056585270613,automotriz,60,1,0,5.646440840089193,universitaria,0
52,4022.761490085839,3,bueno,4473.490339472742,hipotecario,36,1,1,14.206461671623412,universitaria,0
67,3152.879254415923,2,bueno,4561.152148152985,personal,60,0,1,0.9238819304320032,universitaria,1
42,3037.149238524919,3,regular,4822.160598962476,personal,48,0,0,14.516008608916703,universitaria,0
41,1912.1150872160647,3,regular,4022.6247396979816,automotriz,24,0,0,30.994870253330813,tecnica,1
30,3597.0028528217763,1,bueno,7698.252696336813,personal,24,1,1,18.11288400260166,universitaria,1
24,3516.3873449128605,0,malo,6895.968239713964,hipotecario,12,0,0,8.224813840933592,universitaria,1
74,4730.6037786443685,4,bueno,4729.781465618324,personal,60,1,1,22.262633165688083,universitaria,1
53,2753.7774120375993,0,malo,5508.516559481993,personal,12,1,0,21.378957758749067,universitaria,0
62,3175.320262131151,4,bueno,4255.82351709409,hipotecario,24,1,1,39.56609962585716,tecnica,0
37,3199.506946968604,0,malo,-686.9705841035511,personal,24,1,1,27.90721018540406,universitaria,0
18,4261.962623810779,3,bueno,5040.986025852049,personal,60,1,1,23.05598127172845,secundaria,0
25,2923.7635740904384,2,malo,5611.228722502432,personal,48,0,1,29.050665483595473,secundaria,0
63,3223.2172206162713,2,bueno,1774.6764839195453,personal,48,0,0,18.656189318199374,secundaria,1
33,3486.3172077732315,1,bueno,5998.822138389205,hipotecario,60,1,0,19.245868190938005,secundaria,1
31,3149.2872985250865,4,malo,4438.846644110382,personal,60,1,1,36.58940303431565,secundaria,0
29,2642.853108359577,4,regular,5675.867441269324,hipotecario,12,0,1,3.6442097318375204,secundaria,0
68,3155.271994318646,4,malo,4499.202705259829,personal,60,0,1,29.679455131409394,tecnica,0
40,3858.9053998878176,3,regular,7501.908948453698,personal,48,1,1,18.892085243122242,secundaria,0
32,2178.787760471152,4,bueno,5452.457641168174,personal,60,1,0,17.085105787466482,universitaria,0
45,3106.375739317501,2,malo,7004.832917344014,personal,12,0,1,14.471040663062873,secundaria,0
51,2439.9033480486614,3,malo,7169.45228434989,hipotecario,12,0,1,21.53674020564188,tecnica,0
19,3956.037303139874,0,malo,2760.8885478231787,hipotecario,12,1,1,19.564705334953338,secundaria,0
49,1781.4504761729802,4,regular,3521.966259957704,hipotecario,12,0,1,15.852976132730328,universitaria,0
40,2552.862522182729,4,regular,5903.221365452512,automotriz,36,0,1,12.97342254883349,universitaria,0
39,3301.769500051617,0,bueno,4268.925432483656,personal,60,1,1,0.946695475490646,tecnica,0
68,4252.419223387473,4,regular,4522.786461487409,personal,24,1,1,12.761962556483297,tecnica,0
42,2947.39979114161,0,regular,7573.129644341219,hipotecario,60,1,0,14.877048537390282,tecnica,0
39,2555.8403786454414,3,bueno,4379.26724361586,automotriz,36,0,1,21.51231072166842,tecnica,1
39,4504.925655552472,2,malo,3062.1413035028354,personal,12,1,1,39.630858846815045,secundaria,0
66,1841.588879667005,0,malo,3332.399996728811,hipotecario,36,0,1,13.840438064865811,secundaria,0
69,1240.9552347039344,1,bueno,9364.713002385402,personal,48,1,0,9.762691462528299,universitaria,1
59,3352.011560042666,0,malo,4643.561039229526,personal,48,1,0,12.855039086969022,tecnica,0
23,2598.3566205179113,4,regular,2271.504489564179,hipotecario,60,0,0,21.533447676021147,tecnica,1
32,2183.0137462954294,3,bueno,1461.082809366811,hipotecario,60,0,1,25.886354597962725,secundaria,0
71,3566.6851578394826,3,bueno,3750.726714651773,personal,24,1,1,27.28345213069543,tecnica,0
60,3195.040571016959,0,bueno,4606.955761145233,personal,24,1,1,28.277079982342663,universitaria,0
54,2548.7370954106173,2,malo,6898.347412855345,hipotecario,48,0,0,29.692305876119747,universitaria,0
50,1975.7564810632846,1,bueno,6704.690332923534,personal,12,1,1,17.211163625268302,tecnica,0
25,3697.9658626241157,3,bueno,4987.3071578543295,personal,36,0,0,40.531401837412076,universitaria,0
70,3520.160942366929,4,bueno,4091.662827680822,hipotecario,24,0,0,16.45231478841236,universitaria,0
61,2920.659308976494,4,malo,5679.20370684338,personal,24,1,0,21.09340576340909,secundaria,0
61,4477.309596838133,2,regular,1502.507847727224,personal,12,0,0,32.95827071772692,universitaria,0
22,2143.932186939078,3,bueno,8962.161787858435,automotriz,12,0,0,25.664250279877656,tecnica,0
56,1779.5798632602089,0,regular,6308.211191713222,hipotecario,60,0,1,-2.4084674402273833,tecnica,0
21,2446.4735440950044,4,malo,6733.980439456544,automotriz,36,1,1,20.056358302968526,universitaria,0
23,2963.5311869156017,2,malo,2851.6932362467787,automotriz,12,0,0,28.619647560864863,tecnica,0
62,3194.6715594581533,3,malo,7565.297282593192,automotriz,24,1,1,6.565297204704418,secundaria,1
49,2807.011153714936,3,malo,4079.96567794741,personal,24,1,1,27.506927951289867,universitaria,0
69,3281.6443172114373,3,regular,3094.8837543628733,personal,48,1,0,23.90153940013453,universitaria,0
47,1998.7684606476446,3,bueno,4921.655258787561,automotriz,12,0,0,31.83920483851373,universitaria,0
64,4155.011683258607,3,malo,4874.889828023252,automotriz,60,0,1,13.08068677661359,tecnica,0
52,2934.279057285945,4,malo,2842.9258549760066,automotriz,36,1,1,29.95893415589245,tecnica,1
72,3893.836665270502,2,regular,3210.1252929172697,personal,60,1,1,21.596082474008316,universitaria,0
57,3274.1802771021635,3,regular,3053.5364493438997,automotriz,24,0,1,37.660503040522876,tecnica,0
69,3365.402575323027,1,malo,3072.569864286351,automotriz,60,1,0,47.86049937813325,tecnica,0
33,3455.813824185763,1,bueno,4223.804185800799,hipotecario,24,1,1,35.383304390525524,universitaria,1
30,3358.166848013852,2,bueno,2222.029727655084,hipotecario,24,0,0,24.805186781082245,universitaria,0
67,3514.178207894035,0,malo,3617.2510051721283,personal,24,1,0,43.21003996061805,tecnica,1
59,4063.3220241059453,0,regular,7090.269096768538,hipotecario,24,0,1,26.034780416679837,universitaria,1
47,3157.216935761176,0,malo,6646.618904208368,hipotecario,24,0,1,10.920542864773836,universitaria,0
36,3567.20300607081,1,malo,2900.2415182144905,hipotecario,48,1,1,19.607266930484247,universitaria,1
34,2928.2114445702186,0,regular,6916.409834588467,personal,60,0,0,27.616721862950016,universitaria,0
73,4152.093772359578,4,malo,1067.121461727902,hipotecario,48,0,0,28.259541556200638,tecnica,1
36,2458.886158352584,3,malo,9858.288644024306,personal,48,0,0,8.747351101923403,universitaria,0
45,4440.7523463286525,1,malo,7600.626384271185,automotriz,12,1,0,9.064677135403274,secundaria,0
72,2967.8736394845255,2,regular,3880.536175719786,hipotecario,12,1,1,16.586901537901518,universitaria,0
43,1855.3799183055614,2,bueno,5764.85312347022,personal,12,1,0,25.345436134561904,secundaria,1
54,3102.4835319286312,3,bueno,2198.161343781742,hipotecario,36,0,0,26.625625498799195,universitaria,0
43,2455.1586740200955,1,regular,5120.885579851627,automotriz,12,0,1,21.413051241048105,secundaria,0
70,3672.5148391909793,0,bueno,4632.673934995067,personal,60,1,0,11.655712664823524,secundaria,0
40,2477.900816558087,0,malo,3330.473221215209,personal,48,1,0,37.36942943019302,universitaria,0
26,2643.053253428176,4,bueno,4062.885027348282,personal,60,0,1,9.279419381569603,universitaria,0
29,1488.3674152435751,4,malo,3866.025048381146,automotriz,12,1,0,33.02340744853761,universitaria,0
70,2638.1549446007384,0,bueno,2736.5265613647293,automotriz,36,1,0,27.388232834503654,secundaria,0
18,1060.8965386968346,2,regular,3283.7055082066736,automotriz,36,1,0,32.80332303871728,tecnica,0
18,1732.8777412114214,2,bueno,2116.311148000575,personal,48,1,0,15.55566707077083,tecnica,0
64,3608.331724915438,4,bueno,6714.661531121235,automotriz,60,1,1,18.573458019107957,universitaria,0
51,3628.640126920666,3,bueno,3135.774507087462,hipotecario,24,0,0,20.550425572810433,tecnica,0
49,3340.366049427972,0,regular,2555.9582568596916,automotriz,60,1,1,15.236022393984848,tecnica,1
71,2226.4190854966296,4,bueno,6683.009359631994,personal,12,1,0,22.252584534950984,universitaria,0
65,2961.830915086416,4,regular,5739.240708678661,hipotecario,24,0,1,35.790894560712076,secundaria,1
42,2997.1179687275453,0,malo,6609.002111897918,automotriz,36,0,1,7.031661528320271,universitaria,1
57,2073.3082486459657,0,bueno,6832.166448393309,hipotecario,48,0,1,13.4278829178891,tecnica,0
62,4202.71864141372,2,regular,8874.909793876848,hipotecario,48,0,0,12.342546812937437,secundaria,0
70,3701.889832460537,3,regular,4687.920466613631,personal,36,1,0,19.055817378639524,tecnica,1
18,2823.228660936269,3,bueno,2084.784642008985,hipotecario,12,1,0,18.64473731021129,secundaria,0
33,3021.5086711956246,0,malo,5542.0756015242505,hipotecario,36,1,1,27.723145844407057,tecnica,0
56,3166.706246358042,1,regular,3661.9907542403653,personal,12,1,0,20.33723102921375,universitaria,0
22,1366.6121052605674,4,bueno,3084.9894333689185,personal,24,0,0,23.028832767193023,tecnica,0
39,2802.2580939835225,4,malo,5199.8503444344815,personal,36,0,0,23.984480455120007,tecnica,1
46,2454.4126016017613,0,regular,6731.50546601918,hipotecario,12,1,0,22.454040612058115,secundaria,0
72,2198.7039920840675,1,regular,3328.0103168074334,hipotecario,24,1,1,27.033130614575917,tecnica,0
20,2775.119765691236,2,malo,7548.776174663437,hipotecario,36,1,1,18.77676617867255,universitaria,0
29,4438.149221479618,0,malo,3020.772081994368,personal,48,1,0,36.463683960749975,universitaria,0
